Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
1,3,0,-1.078150737412476,0,0,-0.5828200190105052,True,False
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,1,0,0.021702402089258593,True,False
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,3,1,-0.2651849018728823,2,0,0.5118694376314145,False,False
0,3,0,-1.168480274694653,1,0,0.2041506448629119,False,True
0,3,1,-0.8974916628481219,0,0,-0.5891025845877544,False,True
1,2,0,-0.17485536459070522,1,0,0.8546182930124582,False,True
1,1,1,-0.2651849018728823,0,0,1.6082088609905911,False,True
1,2,0,-0.8974916628481219,0,0,-0.37492421263607456,False,True
0,3,1,-0.22002013323179376,0,0,-0.6343814789247986,False,False
0,3,1,-0.8071621255659448,0,0,-0.6343814789247986,False,False
0,1,1,-0.2651849018728823,0,0,0.991121308736329,False,False
1,2,0,-0.17485536459070522,0,0,-0.37492421263607456,False,True
0,3,1,-1.078150737412476,0,0,-0.560680321376537,False,True
0,3,1,-0.44584397643723644,2,0,-0.5206844935476346,False,True
0,2,1,0.09613324725582602,0,0,-0.37492421263607456,False,True
0,3,1,-0.44584397643723644,1,0,-0.061256020646692076,False,False
1,3,1,0.09613324725582602,0,0,3.2737074764806215,False,True
0,3,1,-0.5361735137194135,0,0,-0.6010013830295144,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
1,3,0,-0.08452582730852813,0,0,-0.218256699819568,False,True
0,3,1,-0.8071621255659448,0,0,-0.4939121970536745,False,True
1,3,1,-0.17485536459070522,0,0,-0.4542495355811412,False,True
1,3,0,-0.2651849018728823,0,0,-0.5900941511245679,True,False
0,1,1,-0.2651849018728823,0,0,2.528382607153364,False,True
1,2,0,-1.25880981197683,0,0,-0.37492421263607456,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,1,-0.6265030510015905,0,0,-0.5692712538514878,False,True
0,3,1,-0.17485536459070522,0,0,-0.5692712538514878,False,True
0,3,1,-0.987821200130299,0,0,-0.5848031520841319,False,True
0,1,1,1.360746769206305,1,0,3.644886527605177,False,True
0,3,1,2.535030753874607,0,0,-0.6327315122075411,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,1,1,3.618985201260732,0,0,1.541115502843654,False,False
0,2,1,0.27679232182018015,1,0,0.8546182930124582,False,True
0,3,0,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,3,1,0.18646278453800308,0,0,-0.5213428937280786,False,True
0,3,1,0.5477809336667114,2,0,-0.5791869192196212,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
1,3,0,-0.8974916628481219,0,0,-0.6010013830295144,False,True
1,3,1,-0.2651849018728823,0,0,-0.5910857176613811,False,True
0,3,1,0.6381104709488885,0,0,-0.5815032186496171,False,True
1,3,0,-0.2651849018728823,1,0,0.7078664455640848,True,False
0,1,1,1.4510763064884822,0,0,2.917076689584191,False,True
0,3,0,-1.4846336551822727,1,0,-0.061256020646692076,False,False
0,3,1,-0.8071621255659448,0,0,-0.5692712538514878,False,True
0,3,0,-0.987821200130299,1,0,-0.4284688056239946,False,True
0,3,0,-1.25880981197683,0,0,-0.06093078682261736,False,False
0,3,1,-0.8974916628481219,0,0,-0.5791869192196212,False,True
0,3,1,3.5738204326196437,0,0,-0.5930688507350078,True,False
0,2,1,-0.17485536459070522,1,0,0.45799167828712506,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,2,1,0.14129801589691454,1,0,1.1775358176572353,False,False
1,2,0,0.14129801589691454,0,0,-0.17661090527340798,False,True
1,3,1,-1.7104574983877154,1,0,-0.31608862060771864,False,False
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,3,1,-0.6265030510015905,0,0,-0.6413224446824918,False,True
0,3,1,1.270417231924128,0,0,-0.6545459760174345,False,True
0,3,1,0.18646278453800308,0,0,-0.5815032186496171,False,False
0,3,1,-0.987821200130299,0,0,-0.6485965767965544,False,True
0,3,0,1.4510763064884822,1,0,-0.05762292085580804,False,True
1,2,0,-0.17485536459070522,1,0,0.8546182930124582,False,True
0,2,1,-0.5361735137194135,0,0,-0.17661090527340798,False,True
0,2,1,-0.7168325882837676,0,0,-0.014327159592390684,False,False
0,1,1,0.5477809336667114,1,0,3.004334544823764,False,True
0,3,1,-1.3491393492590071,0,0,-0.4767223995714786,False,True
1,3,0,-0.8071621255659448,0,0,-0.5930688507350078,False,True
1,3,0,-0.6265030510015905,1,0,0.04946626512003188,False,True
0,3,1,-1.078150737412476,0,0,-0.6723941736800745,True,False
0,2,1,-1.168480274694653,0,0,-0.29559888969100795,False,True
1,3,1,-0.35551443915505937,0,0,-0.5894357509441238,False,True
0,2,1,0.9994286200775968,0,0,-0.17661090527340798,False,True
0,2,1,1.8123944556171905,0,0,-0.21429043367231462,False,True
0,3,1,2.218877373386987,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,0,0,-0.6277736795234744,False,True
1,3,0,-1.3491393492590071,0,0,-0.5943935836281904,True,False
0,3,1,-0.08452582730852813,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,0,0,-0.5206844935476346,False,True
1,2,0,0.8187695455132427,0,0,0.04153373282552525,False,True
0,3,1,-0.44584397643723644,0,0,-0.5910857176613811,False,True
0,3,1,-1.25880981197683,0,0,-0.5206844935476346,False,True
0,1,1,-0.2651849018728823,0,0,0.8486688937915783,False,True
0,3,1,-0.2651849018728823,0,0,3.2737074764806215,False,True
0,1,1,2.7156898284389612,0,0,1.449558215100458,False,True
0,3,1,-0.8974916628481219,0,0,-0.5791869192196212,False,True
0,1,1,2.264042142028076,0,0,1.227114144497902,False,False
0,1,0,1.7220649183350134,0,0,1.0697882315009513,False,False
0,2,1,-0.08452582730852813,0,0,-0.17661090527340798,False,True
0,3,1,0.4574513963845343,0,0,-1.2078401035592743,False,True
0,2,1,-0.2651849018728823,0,0,-0.013993993236021336,False,False
0,1,1,-0.2651849018728823,0,0,2.7584260436940577,False,True
1,3,0,-0.2651849018728823,1,0,0.021702402089258593,True,False
1,1,1,1.270417231924128,0,0,0.8982472206322449,False,True
0,3,1,0.4574513963845343,0,0,-0.5815032186496171,False,True
1,2,0,0.09613324725582602,0,0,-0.17661090527340798,False,True
0,2,1,-1.078150737412476,0,0,-0.17661090527340798,False,True
1,3,0,-1.078150737412476,1,0,-0.5848031520841319,False,True
1,1,0,1.180087694641951,0,0,0.991121308736329,False,False
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,2,0,-0.6265030510015905,0,0,-0.17661090527340798,False,True
0,3,1,-0.2651849018728823,0,0,-0.4542495355811412,False,True
0,3,1,0.27679232182018015,0,0,-0.6925586707727105,False,True
0,3,1,1.3155820005652166,0,0,-0.6347146452811678,False,False
1,3,1,-1.168480274694653,0,0,-0.5692712538514878,False,True
0,3,1,0.09613324725582602,1,0,0.04946626512003188,False,True
1,3,1,-0.44584397643723644,0,0,0.28248440127116525,False,False
1,3,0,-1.3491393492590071,0,0,-0.5930688507350078,True,False
1,1,1,0.8187695455132427,0,0,1.2512449077377914,False,False
0,3,1,-0.6265030510015905,0,0,-0.6485965767965544,False,True
1,2,0,0.36712185910235723,0,0,0.45799167828712506,False,True
0,3,1,-0.8071621255659448,0,0,-0.6327315122075411,False,True
0,2,1,-0.08452582730852813,0,0,-0.17661090527340798,False,True
0,3,1,-0.2651849018728823,1,0,-0.5930688507350078,True,False
1,3,0,-0.35551443915505937,0,0,-0.5791869192196212,False,True
0,2,1,0.9994286200775968,1,0,0.9339436159575248,False,True
0,2,1,-0.08452582730852813,0,0,-0.37492421263607456,False,True
1,3,1,-1.3491393492590071,0,0,-0.5692712538514878,False,True
0,2,1,-0.35551443915505937,0,0,-0.17661090527340798,False,True
0,3,1,1.8123944556171905,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,3,1,-0.8071621255659448,0,0,-0.46614833402290123,False,True
1,2,1,-1.078150737412476,0,0,-0.37492421263607456,False,True
0,3,1,-0.9426564314892104,0,0,-0.6327315122075411,False,True
0,2,1,-1.168480274694653,0,0,-0.17661090527340798,False,True
0,3,1,-0.17485536459070522,0,0,-0.5910857176613811,False,True
0,2,1,2.535030753874607,0,0,-0.13694824380087467,False,True
0,2,1,-0.6265030510015905,0,0,-0.37492421263607456,False,True
0,3,0,-0.2651849018728823,0,0,-0.6089339153240212,False,True
0,2,1,1.180087694641951,1,0,0.8546182930124582,False,True
0,2,1,-1.078150737412476,0,0,-0.37492421263607456,False,True
0,2,1,0.18646278453800308,0,0,-0.23412176440858126,False,True
0,3,0,-0.2651849018728823,1,0,-0.061256020646692076,False,False
1,3,0,-0.2651849018728823,1,0,0.021702402089258593,True,False
0,2,1,-0.17485536459070522,0,0,-0.37492421263607456,False,True
0,3,1,-0.8071621255659448,0,0,-0.6426471775756745,False,True
0,3,1,-0.08452582730852813,0,0,-0.6347146452811678,False,False
0,3,0,-0.5361735137194135,0,0,-0.5910857176613811,False,True
0,2,1,2.0833830674637217,1,0,0.8546182930124582,False,True
0,3,1,-0.2651849018728823,0,0,-0.6327315122075411,False,True
0,1,1,2.8060193657211383,0,0,0.8982472206322449,False,True
0,3,1,-0.08452582730852813,1,0,0.06929759585629869,False,True
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,1,1,0.8187695455132427,0,0,-1.2078401035592743,False,True
0,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,2,1,0.4574513963845343,0,0,-0.37492421263607456,False,True
1,3,1,-0.5361735137194135,1,0,-0.5910857176613811,False,True
0,1,1,-0.2651849018728823,0,0,1.2512449077377914,False,True
1,3,1,-0.5361735137194135,0,0,-1.2078401035592743,False,True
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,3,0,1.270417231924128,0,0,-0.5930688507350078,False,True
0,2,1,-0.2651849018728823,0,0,-1.2078401035592743,False,True
0,3,1,3.0770079775676695,0,0,-0.5930688507350078,True,False
0,3,1,-0.2651849018728823,0,0,-0.5848031520841319,False,True
0,3,1,-1.3491393492590071,0,0,-0.4542495355811412,False,True
1,3,1,-1.078150737412476,0,0,-0.5692712538514878,False,True
0,1,1,-0.2651849018728823,0,0,0.8546182930124582,False,True
0,3,1,0.18646278453800308,0,0,-0.5206844935476346,False,False
1,3,1,-0.08452582730852813,0,0,-0.4542495355811412,False,True
0,3,1,-0.8071621255659448,0,0,-0.5815032186496171,False,True
1,2,1,0.9994286200775968,0,0,-0.17661090527340798,False,True
1,3,0,-0.8071621255659448,0,0,-0.5930688507350078,True,False
0,2,1,0.4574513963845343,0,0,-0.18652657064154132,False,False
0,3,0,-0.6265030510015905,0,0,-0.5058109954954345,False,True
0,3,1,-0.6265030510015905,0,0,-0.5815032186496171,False,True
0,1,1,-0.2651849018728823,0,0,0.991121308736329,False,False
0,3,1,-0.6716678196426791,0,0,-0.6343814789247986,False,False
1,1,1,-0.2651849018728823,0,0,1.2115822462652581,False,True
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,3,1,-0.2651849018728823,2,0,0.636473654913525,True,False
0,3,1,-1.078150737412476,0,0,-1.2078401035592743,False,True
1,2,0,-0.2651849018728823,0,0,-0.22817236518770131,True,False
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,2,1,-0.08452582730852813,1,0,0.695967647122325,False,False
1,1,0,-0.08452582730852813,0,0,3.308087071445013,False,False
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
1,3,0,-0.44584397643723644,0,0,-0.5848031520841319,False,True
1,2,0,-0.6265030510015905,1,0,0.8546182930124582,False,True
0,2,1,2.0833830674637217,0,0,-0.09728558232834135,False,True
0,3,1,-0.8071621255659448,0,0,-0.6327315122075411,False,True
0,3,1,-0.35551443915505937,0,0,-0.5815032186496171,False,True
1,2,0,-0.08452582730852813,0,0,-0.22817236518770131,True,False
0,3,1,2.7156898284389612,0,0,-0.7130484016894211,False,True
1,2,0,0.4574513963845343,0,0,-0.17661090527340798,False,True
1,3,0,-0.2651849018728823,2,0,0.636473654913525,True,False
0,1,1,1.3155820005652166,0,0,1.0529316003751248,False,True
0,3,1,-1.3491393492590071,2,0,0.22001570945192517,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
1,3,1,1.270417231924128,0,0,-0.5692712538514878,False,True
0,1,1,1.270417231924128,0,0,1.6082088609905911,False,True
0,2,1,-0.2651849018728823,0,0,-0.17661090527340798,False,True
0,2,1,-0.5361735137194135,0,0,-0.17661090527340798,False,True
0,2,1,0.4574513963845343,0,0,-0.17661090527340798,False,True
1,2,0,-0.6265030510015905,0,0,-0.17661090527340798,False,True
1,2,0,0.8187695455132427,0,0,-0.17661090527340798,False,True
1,3,0,-0.2651849018728823,1,0,0.06929759585629869,False,True
0,3,1,0.9994286200775968,0,0,-0.5206844935476346,False,True
0,3,1,-0.7168325882837676,0,0,-0.47606399939103455,False,True
0,1,1,-0.2651849018728823,0,0,1.5685461995180578,False,True
0,3,1,-0.5361735137194135,1,0,0.2041506448629119,False,True
0,3,1,-0.2651849018728823,0,0,-0.6347146452811678,False,False
0,3,1,-0.2651849018728823,0,0,-0.4542495355811412,False,True
0,2,0,0.6381104709488885,0,0,-0.17661090527340798,False,True
1,3,0,-0.2651849018728823,0,0,-0.5828200190105052,True,False
1,3,0,-0.2651849018728823,0,0,-0.5828200190105052,True,False
0,2,1,-0.17485536459070522,1,0,0.991121308736329,False,False
0,3,1,0.36712185910235723,0,0,-0.6485965767965544,False,True
0,3,1,-0.2651849018728823,1,0,0.021702402089258593,True,False
0,3,1,-0.08452582730852813,0,0,-0.6327315122075411,False,True
1,3,0,-0.2651849018728823,0,0,-0.6343814789247986,False,False
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,1,1,-0.5361735137194135,1,0,3.1900906535642264,False,False
0,3,1,-1.168480274694653,1,0,-0.6925586707727105,False,True
0,3,1,-1.078150737412476,0,0,-0.5692712538514878,False,True
1,3,0,-0.8071621255659448,0,0,-0.6327315122075411,False,True
0,3,1,-0.987821200130299,0,0,-0.8895472452421944,False,False
0,3,1,-1.078150737412476,0,0,-0.5910857176613811,False,True
0,3,1,0.09613324725582602,0,0,-0.5791869192196212,False,True
1,1,0,0.36712185910235723,1,0,2.917076689584191,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
1,2,0,0.4574513963845343,0,0,-0.17661090527340798,False,True
0,3,1,-0.2651849018728823,0,0,-0.5947188174522652,True,False
1,2,0,-1.25880981197683,0,0,-0.2559362282184746,False,False
1,3,1,-0.8974916628481219,0,0,-0.5894357509441238,False,True
0,3,1,-0.2651849018728823,2,0,-0.5791869192196212,False,True
0,3,1,-0.8071621255659448,0,0,-0.5894357509441238,False,True
0,3,0,0.00580370997364894,0,0,-0.5848031520841319,False,True
0,2,1,1.360746769206305,0,0,0.8546182930124582,False,True
0,2,1,-0.7168325882837676,0,0,-0.37492421263607456,False,True
1,2,0,-0.2651849018728823,0,0,-0.20437476830418128,False,True
1,3,1,0.7284400082310656,0,0,-0.5791869192196212,False,True
0,3,1,-0.44584397643723644,0,0,-0.5692712538514878,False,True
0,3,0,-0.8974916628481219,1,0,-0.4284688056239946,False,True
0,3,1,-0.2651849018728823,1,0,0.04946626512003188,False,True
0,3,0,-0.987821200130299,0,0,-0.5206844935476346,False,True
0,2,1,0.27679232182018015,1,0,0.45799167828712506,False,True
0,3,1,1.8123944556171905,0,0,-0.5930688507350078,False,True
0,3,1,-0.8974916628481219,0,0,-0.5910857176613811,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,3,1,-0.2651849018728823,0,0,-0.6638032412051237,True,False
0,2,1,-0.2651849018728823,0,0,-1.2078401035592743,False,True
1,3,1,1.180087694641951,0,0,-0.5791869192196212,False,True
0,3,0,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,2,1,-0.08452582730852813,0,0,-0.17661090527340798,False,True
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,False
0,3,1,-0.8974916628481219,0,0,-0.5943935836281904,True,False
0,3,1,-0.17485536459070522,0,0,-0.5831531853668744,False,True
0,3,1,-0.2651849018728823,0,0,-0.6327315122075411,False,True
1,2,0,-0.2651849018728823,1,0,0.8546182930124582,False,True
1,2,0,-1.078150737412476,0,0,0.8546182930124582,False,True
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,3,1,0.09613324725582602,0,0,-0.5692712538514878,False,True
1,1,1,-0.2651849018728823,0,0,0.8982472206322449,False,True
1,3,0,-0.2651849018728823,1,0,0.06929759585629869,False,True
1,2,0,0.9994286200775968,1,0,0.8546182930124582,False,True
0,3,1,-1.25880981197683,0,0,-0.6426471775756745,False,True
0,1,1,1.7220649183350134,1,0,3.22644544906995,False,True
0,2,1,0.00580370997364894,0,0,-0.37492421263607456,False,True
0,3,1,-0.987821200130299,0,0,-0.4542495355811412,False,True
0,3,1,-0.5361735137194135,1,0,-0.5910857176613811,False,True
1,2,0,-0.2651849018728823,0,0,-0.17661090527340798,False,True
1,3,1,-0.2651849018728823,0,0,-0.5643134211674211,False,True
1,1,1,0.27679232182018015,0,0,0.8982472206322449,False,True
1,1,1,1.9027239928993676,0,0,1.2115822462652581,False,True
0,3,1,-0.2651849018728823,1,0,0.37602482208798765,False,True
0,1,1,-0.08452582730852813,0,0,0.9934376081663249,False,False
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
1,3,1,-0.17485536459070522,0,0,-0.5815032186496171,False,False
0,1,1,3.0770079775676695,0,0,0.8982472206322449,False,True
1,1,0,-0.2651849018728823,1,0,2.906169457679244,False,True
1,2,0,1.7220649183350134,0,0,-0.37492421263607456,False,True
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
1,1,1,1.5414058437706593,0,0,0.8982472206322449,False,True
0,3,1,0.27679232182018015,0,0,-0.5692712538514878,False,True
0,1,1,1.4510763064884822,0,0,1.8461848298257912,False,True
0,2,1,1.5414058437706593,0,0,-0.17661090527340798,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,1,0.6381104709488885,0,0,-0.6485965767965544,False,True
0,2,1,-0.2651849018728823,0,0,-1.2078401035592743,False,True
0,1,1,2.264042142028076,0,0,0.8982472206322449,False,True
0,3,1,-0.2651849018728823,0,0,-0.5950519838086346,True,False
0,3,1,-0.2651849018728823,0,0,-0.6327315122075411,False,True
0,3,1,0.6381104709488885,0,0,-0.5206844935476346,False,True
1,2,0,-0.7168325882837676,0,0,-0.1138090470977987,False,False
0,3,0,-0.8071621255659448,0,0,-0.42747723908718116,False,True
0,1,1,-0.2651849018728823,0,0,2.917076689584191,False,True
0,2,1,0.27679232182018015,1,0,0.45799167828712506,False,True
0,3,1,-0.17485536459070522,1,0,-0.6489297431529237,False,True
0,3,1,-0.8071621255659448,0,0,-0.6112502147540171,False,True
0,2,1,-0.2651849018728823,0,0,-1.2078401035592743,False,True
0,3,1,1.7220649183350134,0,0,-0.5692712538514878,False,True
1,3,0,2.8963489030033154,0,0,-0.44730856982344785,False,True
0,1,1,2.44470121659243,0,0,1.1481219879092046,False,False
0,3,1,-0.08452582730852813,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,1,0,0.37602482208798765,False,True
0,3,1,-0.8974916628481219,0,0,-0.6327315122075411,False,True
0,1,1,2.173712604745899,0,0,1.2115822462652581,False,True
0,1,1,3.618985201260732,0,0,2.7190965485778933,False,False
0,3,1,-0.8974916628481219,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,0,0,-0.06093078682261736,False,False
0,3,1,-0.2651849018728823,0,0,-0.010027727088768089,False,True
0,3,1,-0.6265030510015905,0,0,-0.5894357509441238,False,True
0,3,1,-1.25880981197683,0,0,-0.5206844935476346,False,True
0,3,0,-0.8974916628481219,0,0,-0.5930688507350078,True,False
0,3,0,-0.2651849018728823,0,0,-0.6026513497467718,True,False
0,3,0,0.5477809336667114,0,0,-0.44730856982344785,False,True
1,1,1,-0.2651849018728823,0,0,0.8982472206322449,False,True
0,3,1,-0.2651849018728823,0,0,0.5789627957783515,False,True
1,3,1,-0.44584397643723644,0,0,3.2737074764806215,False,True
1,3,1,-0.17485536459070522,0,0,-0.5930688507350078,True,False
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
1,1,1,0.4574513963845343,0,0,0.877424323359165,False,True
1,1,0,2.0833830674637217,1,0,3.5040840793776833,False,False
0,3,1,-0.6265030510015905,0,0,-0.6132333478276437,False,True
0,1,1,1.4510763064884822,0,0,1.4908708432902489,False,True
1,2,0,0.27679232182018015,0,0,-0.37492421263607456,False,True
0,3,1,-0.2651849018728823,0,0,0.7078664455640848,True,False
1,2,0,0.4574513963845343,1,0,0.8546182930124582,False,True
0,3,1,0.09613324725582602,0,0,-0.5815032186496171,False,True
0,3,1,-0.8071621255659448,0,0,-0.5815032186496171,False,True
0,3,1,-0.2651849018728823,0,0,-0.6347146452811678,False,False
0,3,1,-0.2651849018728823,0,0,-0.6343814789247986,False,False
0,3,1,0.8639343141543312,0,0,-0.5930688507350078,True,False
1,2,0,1.7220649183350134,0,0,-0.37492421263607456,False,True
0,3,1,0.7284400082310656,0,0,-0.5791869192196212,False,True
0,3,1,-0.2651849018728823,0,0,-0.6343814789247986,False,False
0,3,0,-0.08452582730852813,0,0,-0.5206844935476346,False,True
0,1,1,1.270417231924128,0,0,0.8982472206322449,False,True
0,3,1,-0.2651849018728823,0,0,-0.05762292085580804,False,True
1,2,1,0.09613324725582602,1,0,0.8546182930124582,False,True
0,1,1,2.9866784402854925,0,0,0.8546182930124582,False,True
1,2,0,-1.078150737412476,1,0,0.8546182930124582,False,True
1,2,1,-0.2651849018728823,0,0,-0.10819281423328796,False,False
0,2,1,-0.35551443915505937,0,0,0.8546182930124582,False,True
0,3,1,-0.2651849018728823,0,0,-0.5867862851577585,True,False
1,3,1,-0.8071621255659448,0,0,-0.6347146452811678,False,False
1,3,0,-0.8071621255659448,0,0,-0.5910857176613811,False,True
0,1,1,2.8060193657211383,0,0,0.8982472206322449,False,True
1,1,0,1.5414058437706593,1,0,1.9334426850653645,False,False
1,3,0,0.4574513963845343,1,0,0.1724205156848851,False,True
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,3,1,0.8187695455132427,0,0,-0.5815032186496171,False,True
0,2,1,-0.2651849018728823,0,0,-0.13694824380087467,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,0,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,1,-0.6265030510015905,2,0,0.7078664455640848,False,True
0,3,1,-1.078150737412476,0,0,-0.5815032186496171,False,True
0,3,1,-0.2651849018728823,0,0,-0.6343814789247986,False,False
1,3,1,0.09613324725582602,0,0,-0.5848031520841319,False,True
1,2,1,2.8060193657211383,0,0,-0.37492421263607456,False,True
1,1,0,1.9930535301815446,2,0,2.8757640613943996,False,True
1,1,1,0.4574513963845343,0,0,0.8853568556536715,False,True
1,3,0,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,3,1,-1.3491393492590071,0,0,-0.5692712538514878,False,True
0,3,1,-1.078150737412476,0,0,-0.05762292085580804,False,True
1,2,0,0.27679232182018015,0,0,-0.17661090527340798,False,True
1,1,0,0.7284400082310656,1,0,3.22644544906995,False,True
0,3,0,-0.2651849018728823,1,0,-0.06093078682261736,False,False
1,3,1,0.09613324725582602,0,0,-0.5791869192196212,False,True
0,2,1,2.0833830674637217,0,0,0.8546182930124582,False,True
0,1,1,0.4574513963845343,0,0,1.9750884796115245,False,False
0,3,1,-0.2651849018728823,0,0,-0.5167182274003811,False,False
0,2,1,1.4510763064884822,0,0,-0.017960259383274724,False,True
0,3,1,-0.8071621255659448,0,0,-0.5692712538514878,False,True
0,3,1,-0.2651849018728823,0,0,-0.5692712538514878,False,True
0,3,1,0.36712185910235723,0,0,-0.6426471775756745,False,True
0,3,1,1.4510763064884822,0,0,-0.6327315122075411,False,True
0,2,1,0.5477809336667114,1,0,0.8546182930124582,False,True
1,2,0,-0.2651849018728823,0,0,1.4098955536279247,False,True
0,3,1,1.6317353810528363,0,0,-1.2078401035592743,False,True
0,3,1,-0.2651849018728823,0,0,-0.6347146452811678,False,False
1,1,1,1.6317353810528363,1,0,3.308087071445013,False,False
0,3,1,-0.2651849018728823,0,0,-0.5815032186496171,False,True
0,1,1,-0.2651849018728823,0,0,2.155553589311551,False,True
0,3,1,1.180087694641951,0,0,-0.5692712538514878,False,True
1,1,1,0.36712185910235723,0,0,0.8982472206322449,False,False
0,3,1,0.4574513963845343,1,0,0.02566866823651198,False,True
0,3,1,-0.08452582730852813,0,0,-0.5815032186496171,False,True
1,1,1,-0.35551443915505937,0,0,1.2115822462652581,False,True
0,3,1,-0.2651849018728823,0,0,-0.6485965767965544,False,True
1,3,0,-0.2651849018728823,1,0,0.021702402089258593,True,False
0,3,1,-0.2651849018728823,0,0,-0.5930688507350078,True,False
0,3,1,0.36712185910235723,0,0,-0.5692712538514878,False,True
0,3,0,-0.44584397643723644,1,0,0.06929759585629869,False,True
